,males,females
0,186.0,152
1-4,610.0,669
5-9,992.0,913
10-14,1099.0,1059
15-19,982.0,996
20-24,812.0,797
25-29,724.0,702
30-34,708.0,667
35-39,567.0,578
40-44,522.0,562
45-49,426.0,468
50-54,328.0,373
55-59,292.0,347
60-64,280.0,311
65-69,247.0,265
70-74,233.0,283
75-79,123.0,173
80-84,108.0,121
85-89,60.0,73
90-94,20.0,33
95-99,5.0,9
100+,,4
