,males,females
0,80.0,83.0
1-4,334.0,301.0
5-9,509.0,394.0
10-14,466.0,446.0
15-19,398.0,322.0
20-24,296.0,321.0
25-29,297.0,290.0
30-34,294.0,308.0
35-39,207.0,226.0
40-44,186.0,177.0
45-49,154.0,182.0
50-54,132.0,155.0
55-59,110.0,135.0
60-64,106.0,114.0
65-69,98.0,87.0
70-74,75.0,60.0
75-79,36.0,33.0
80-84,24.0,25.0
85-89,14.0,15.0
90-94,5.0,3.0
95-99,4.0,1.0
100+,,
