,males,females
0,990,998
1-4,3978,3861
5-9,5472,5261
10-14,6309,6218
15-19,6476,6492
20-24,6351,6847
25-29,6602,7386
30-34,6150,6763
35-39,4901,5683
40-44,4636,5310
45-49,3994,4597
50-54,3040,3685
55-59,2339,2895
60-64,1879,2483
65-69,1381,2018
70-74,1102,1530
75-79,713,1115
80-84,475,740
85-89,221,380
90-94,113,258
95-99,74,170
100+,16,47
