,males,females
0,8.0,7.0
1-4,37.0,29.0
5-9,63.0,44.0
10-14,71.0,71.0
15-19,76.0,81.0
20-24,55.0,57.0
25-29,47.0,46.0
30-34,79.0,65.0
35-39,71.0,66.0
40-44,84.0,75.0
45-49,87.0,60.0
50-54,72.0,64.0
55-59,56.0,63.0
60-64,41.0,47.0
65-69,43.0,44.0
70-74,32.0,32.0
75-79,16.0,19.0
80-84,10.0,18.0
85-89,7.0,10.0
90-94,2.0,3.0
95-99,,3.0
100+,,
