,males,females
0,103,103
1-4,439,433
5-9,592,562
10-14,670,624
15-19,671,615
20-24,614,552
25-29,583,536
30-34,560,544
35-39,518,477
40-44,517,448
45-49,402,399
50-54,287,348
55-59,257,266
60-64,227,245
65-69,209,216
70-74,144,173
75-79,97,93
80-84,62,71
85-89,24,30
90-94,9,12
95-99,6,9
100+,1,2
