,males,females
0,106.0,103
1-4,485.0,414
5-9,759.0,729
10-14,772.0,697
15-19,731.0,668
20-24,579.0,486
25-29,552.0,521
30-34,442.0,430
35-39,385.0,353
40-44,326.0,292
45-49,320.0,288
50-54,227.0,251
55-59,202.0,195
60-64,174.0,142
65-69,138.0,124
70-74,107.0,107
75-79,87.0,66
80-84,37.0,42
85-89,20.0,17
90-94,6.0,16
95-99,6.0,7
100+,,2
