,males,females
0,178.0,183
1-4,782.0,716
5-9,932.0,880
10-14,1016.0,977
15-19,1009.0,966
20-24,1286.0,1098
25-29,1251.0,1056
30-34,1059.0,913
35-39,915.0,831
40-44,829.0,749
45-49,757.0,660
50-54,590.0,541
55-59,477.0,431
60-64,339.0,332
65-69,233.0,240
70-74,168.0,176
75-79,114.0,149
80-84,70.0,65
85-89,28.0,18
90-94,13.0,9
95-99,3.0,3
100+,,1
