,males,females
0,273,260
1-4,1052,989
5-9,1643,1492
10-14,2045,1972
15-19,1959,1919
20-24,1576,1611
25-29,1525,1588
30-34,1303,1439
35-39,1254,1342
40-44,1133,1173
45-49,920,1023
50-54,773,899
55-59,732,863
60-64,648,753
65-69,512,624
70-74,429,546
75-79,300,379
80-84,231,285
85-89,102,120
90-94,54,55
95-99,11,14
100+,2,3
