,males,females
0,51.0,29.0
1-4,168.0,149.0
5-9,183.0,172.0
10-14,183.0,170.0
15-19,229.0,219.0
20-24,305.0,228.0
25-29,265.0,196.0
30-34,236.0,176.0
35-39,170.0,161.0
40-44,157.0,116.0
45-49,132.0,94.0
50-54,100.0,77.0
55-59,63.0,72.0
60-64,72.0,78.0
65-69,46.0,54.0
70-74,46.0,48.0
75-79,42.0,31.0
80-84,20.0,30.0
85-89,10.0,10.0
90-94,1.0,1.0
95-99,,2.0
100+,,
