,males,females
0,129,120
1-4,551,520
5-9,734,707
10-14,861,822
15-19,757,703
20-24,726,717
25-29,522,562
30-34,500,435
35-39,461,408
40-44,376,422
45-49,308,352
50-54,270,266
55-59,206,285
60-64,198,246
65-69,156,174
70-74,147,176
75-79,86,104
80-84,54,82
85-89,52,57
90-94,18,24
95-99,3,8
100+,1,2
