,males,females
0,15,28
1-4,137,104
5-9,198,211
10-14,285,217
15-19,273,252
20-24,168,163
25-29,159,156
30-34,134,158
35-39,148,150
40-44,154,156
45-49,139,120
50-54,117,101
55-59,99,111
60-64,73,90
65-69,99,87
70-74,54,62
75-79,30,46
80-84,18,22
85-89,11,13
90-94,3,7
95-99,1,1
100+,2,2
