,males,females
0,26.0,34
1-4,134.0,126
5-9,202.0,188
10-14,233.0,209
15-19,242.0,192
20-24,237.0,195
25-29,205.0,189
30-34,190.0,189
35-39,170.0,183
40-44,146.0,144
45-49,161.0,143
50-54,121.0,105
55-59,95.0,106
60-64,75.0,57
65-69,44.0,46
70-74,48.0,45
75-79,28.0,32
80-84,12.0,23
85-89,7.0,10
90-94,1.0,2
95-99,2.0,1
100+,,1
