,males,females
0,248,230
1-4,1123,1047
5-9,1611,1544
10-14,1805,1581
15-19,1803,1754
20-24,1717,1735
25-29,1642,1640
30-34,1427,1416
35-39,1189,1266
40-44,1126,1109
45-49,1121,1168
50-54,954,908
55-59,758,676
60-64,576,509
65-69,408,353
70-74,295,302
75-79,173,203
80-84,97,117
85-89,41,67
90-94,29,27
95-99,6,4
100+,1,3
