,males,females
0,151,122
1-4,612,588
5-9,939,991
10-14,1042,958
15-19,1027,976
20-24,861,790
25-29,762,775
30-34,615,577
35-39,500,558
40-44,434,460
45-49,355,361
50-54,288,341
55-59,215,286
60-64,223,274
65-69,185,199
70-74,142,180
75-79,97,141
80-84,44,86
85-89,40,73
90-94,11,30
95-99,5,8
100+,1,4
