,males,females
0,6.0,3.0
1-4,29.0,23.0
5-9,42.0,57.0
10-14,51.0,53.0
15-19,60.0,40.0
20-24,55.0,40.0
25-29,52.0,44.0
30-34,35.0,41.0
35-39,59.0,45.0
40-44,70.0,60.0
45-49,72.0,61.0
50-54,85.0,81.0
55-59,78.0,50.0
60-64,58.0,62.0
65-69,46.0,48.0
70-74,42.0,49.0
75-79,27.0,45.0
80-84,18.0,18.0
85-89,7.0,8.0
90-94,2.0,3.0
95-99,,
100+,,
