,males,females
0,161.0,122
1-4,528.0,550
5-9,777.0,709
10-14,845.0,786
15-19,711.0,746
20-24,613.0,633
25-29,545.0,531
30-34,548.0,549
35-39,452.0,456
40-44,396.0,418
45-49,333.0,342
50-54,244.0,271
55-59,228.0,214
60-64,187.0,224
65-69,163.0,178
70-74,155.0,154
75-79,82.0,96
80-84,68.0,72
85-89,26.0,34
90-94,14.0,12
95-99,2.0,4
100+,,1
