,males,females
0,84.0,98
1-4,359.0,357
5-9,448.0,434
10-14,539.0,437
15-19,492.0,529
20-24,586.0,508
25-29,569.0,513
30-34,480.0,471
35-39,464.0,400
40-44,392.0,422
45-49,404.0,387
50-54,383.0,362
55-59,287.0,309
60-64,211.0,233
65-69,152.0,151
70-74,139.0,154
75-79,66.0,115
80-84,71.0,92
85-89,16.0,34
90-94,7.0,9
95-99,1.0,7
100+,,1
