,males,females
0,94,73
1-4,360,370
5-9,591,585
10-14,615,649
15-19,623,600
20-24,487,519
25-29,503,510
30-34,491,463
35-39,442,416
40-44,373,336
45-49,344,300
50-54,263,296
55-59,236,220
60-64,177,144
65-69,130,142
70-74,135,93
75-79,106,55
80-84,44,36
85-89,26,15
90-94,5,4
95-99,3,2
100+,1,1
