,males,females
0,42,53.0
1-4,241,197.0
5-9,285,271.0
10-14,367,327.0
15-19,320,302.0
20-24,264,293.0
25-29,252,237.0
30-34,210,241.0
35-39,209,214.0
40-44,219,219.0
45-49,174,155.0
50-54,121,141.0
55-59,115,125.0
60-64,99,96.0
65-69,90,78.0
70-74,49,62.0
75-79,48,35.0
80-84,27,27.0
85-89,10,9.0
90-94,5,4.0
95-99,3,1.0
100+,1,
