,males,females
0,24.0,25.0
1-4,99.0,117.0
5-9,149.0,151.0
10-14,166.0,156.0
15-19,159.0,175.0
20-24,169.0,132.0
25-29,162.0,124.0
30-34,131.0,128.0
35-39,111.0,107.0
40-44,100.0,98.0
45-49,118.0,91.0
50-54,92.0,78.0
55-59,64.0,62.0
60-64,34.0,51.0
65-69,54.0,56.0
70-74,34.0,32.0
75-79,19.0,13.0
80-84,8.0,12.0
85-89,7.0,6.0
90-94,2.0,1.0
95-99,1.0,3.0
100+,,
