,males,females
0,13.0,18.0
1-4,76.0,77.0
5-9,109.0,102.0
10-14,128.0,120.0
15-19,128.0,97.0
20-24,106.0,102.0
25-29,96.0,84.0
30-34,96.0,93.0
35-39,76.0,75.0
40-44,72.0,84.0
45-49,69.0,54.0
50-54,48.0,56.0
55-59,44.0,43.0
60-64,44.0,47.0
65-69,34.0,43.0
70-74,28.0,33.0
75-79,20.0,24.0
80-84,20.0,13.0
85-89,8.0,7.0
90-94,3.0,7.0
95-99,1.0,2.0
100+,,
