,males,females
0,432.0,401
1-4,1695.0,1589
5-9,2265.0,2129
10-14,2782.0,2608
15-19,2975.0,2631
20-24,3144.0,2893
25-29,3143.0,3090
30-34,2738.0,2925
35-39,2529.0,2720
40-44,2476.0,2677
45-49,2332.0,2657
50-54,2146.0,2416
55-59,1763.0,2073
60-64,1373.0,1638
65-69,949.0,1266
70-74,795.0,1121
75-79,595.0,857
80-84,349.0,618
85-89,147.0,289
90-94,43.0,114
95-99,10.0,31
100+,,8
