,males,females
0,35.0,25
1-4,166.0,133
5-9,207.0,231
10-14,257.0,288
15-19,290.0,260
20-24,242.0,233
25-29,222.0,191
30-34,184.0,177
35-39,156.0,153
40-44,160.0,173
45-49,151.0,166
50-54,126.0,127
55-59,117.0,156
60-64,115.0,132
65-69,116.0,128
70-74,91.0,88
75-79,60.0,70
80-84,35.0,44
85-89,11.0,28
90-94,4.0,14
95-99,1.0,5
100+,,2
