,males,females
0,79.0,60
1-4,312.0,313
5-9,484.0,462
10-14,515.0,480
15-19,568.0,534
20-24,501.0,447
25-29,475.0,447
30-34,373.0,334
35-39,279.0,270
40-44,270.0,251
45-49,258.0,229
50-54,225.0,235
55-59,192.0,180
60-64,178.0,170
65-69,153.0,159
70-74,129.0,124
75-79,92.0,92
80-84,55.0,73
85-89,34.0,38
90-94,13.0,16
95-99,6.0,7
100+,,1
