,males,females
0,41.0,62
1-4,251.0,252
5-9,357.0,355
10-14,431.0,426
15-19,449.0,427
20-24,452.0,482
25-29,525.0,487
30-34,420.0,417
35-39,443.0,398
40-44,432.0,427
45-49,445.0,400
50-54,340.0,346
55-59,244.0,307
60-64,222.0,206
65-69,189.0,172
70-74,134.0,144
75-79,106.0,100
80-84,64.0,74
85-89,21.0,35
90-94,5.0,13
95-99,1.0,2
100+,,3
