,males,females
0,61.0,69
1-4,363.0,316
5-9,444.0,365
10-14,486.0,486
15-19,433.0,446
20-24,414.0,409
25-29,379.0,379
30-34,281.0,308
35-39,257.0,292
40-44,240.0,246
45-49,216.0,216
50-54,157.0,164
55-59,137.0,128
60-64,93.0,96
65-69,92.0,77
70-74,71.0,54
75-79,50.0,46
80-84,28.0,28
85-89,11.0,18
90-94,,5
95-99,,6
100+,,2
