,males,females
0,45.0,50.0
1-4,252.0,215.0
5-9,349.0,300.0
10-14,373.0,357.0
15-19,456.0,367.0
20-24,428.0,349.0
25-29,337.0,385.0
30-34,394.0,370.0
35-39,366.0,409.0
40-44,426.0,361.0
45-49,346.0,343.0
50-54,333.0,267.0
55-59,239.0,226.0
60-64,189.0,203.0
65-69,181.0,150.0
70-74,94.0,105.0
75-79,61.0,67.0
80-84,47.0,34.0
85-89,17.0,18.0
90-94,3.0,7.0
95-99,1.0,
100+,,1.0
