,males,females
0,89,93
1-4,401,390
5-9,605,550
10-14,623,628
15-19,650,619
20-24,650,660
25-29,594,549
30-34,467,521
35-39,447,371
40-44,370,430
45-49,374,397
50-54,310,351
55-59,277,343
60-64,259,286
65-69,179,202
70-74,176,213
75-79,107,130
80-84,96,113
85-89,48,57
90-94,30,42
95-99,9,11
100+,2,3
