,males,females
0,334,342
1-4,1516,1437
5-9,2194,2116
10-14,2504,2442
15-19,2621,2498
20-24,2180,2251
25-29,1936,1998
30-34,1824,1869
35-39,1513,1641
40-44,1481,1625
45-49,1223,1352
50-54,965,1132
55-59,783,969
60-64,749,828
65-69,565,674
70-74,429,549
75-79,302,377
80-84,185,253
85-89,92,142
90-94,46,58
95-99,15,19
100+,2,9
