,males,females
0,232.0,188
1-4,868.0,805
5-9,1119.0,1087
10-14,1237.0,1202
15-19,1283.0,1282
20-24,1527.0,1399
25-29,1568.0,1348
30-34,1328.0,1208
35-39,1127.0,1015
40-44,1045.0,1002
45-49,919.0,943
50-54,796.0,823
55-59,652.0,666
60-64,479.0,565
65-69,373.0,404
70-74,306.0,302
75-79,186.0,208
80-84,113.0,167
85-89,45.0,65
90-94,17.0,24
95-99,2.0,6
100+,,1
