,males,females
0,352,339
1-4,1488,1418
5-9,2243,2102
10-14,2538,2444
15-19,2335,2286
20-24,2185,2196
25-29,1820,1989
30-34,1735,1853
35-39,1483,1667
40-44,1480,1565
45-49,1203,1278
50-54,981,1034
55-59,821,979
60-64,818,858
65-69,657,764
70-74,500,558
75-79,335,361
80-84,201,235
85-89,129,133
90-94,49,54
95-99,17,26
100+,6,3
