,males,females
0,1303,1296
1-4,5340,4998
5-9,7106,6884
10-14,8495,8400
15-19,8064,7924
20-24,7982,7965
25-29,7611,7895
30-34,6693,7447
35-39,6315,6862
40-44,5916,6305
45-49,4890,5458
50-54,4146,4559
55-59,3158,3501
60-64,2102,2434
65-69,1336,1616
70-74,854,1158
75-79,450,704
80-84,238,448
85-89,92,195
90-94,38,74
95-99,11,30
100+,3,10
