,males,females
0,76.0,80
1-4,388.0,383
5-9,522.0,570
10-14,640.0,638
15-19,654.0,617
20-24,566.0,625
25-29,518.0,511
30-34,526.0,562
35-39,494.0,494
40-44,483.0,473
45-49,486.0,465
50-54,438.0,396
55-59,379.0,347
60-64,285.0,262
65-69,199.0,208
70-74,166.0,176
75-79,130.0,124
80-84,66.0,78
85-89,22.0,45
90-94,6.0,18
95-99,2.0,2
100+,,1
