,males,females
0,87,111
1-4,400,435
5-9,633,592
10-14,623,651
15-19,680,680
20-24,656,543
25-29,594,564
30-34,579,511
35-39,528,484
40-44,494,479
45-49,463,446
50-54,384,414
55-59,313,294
60-64,203,234
65-69,185,206
70-74,133,134
75-79,103,111
80-84,62,75
85-89,40,36
90-94,13,13
95-99,3,6
100+,3,1
