,males,females
0,162,156
1-4,736,693
5-9,935,920
10-14,1061,1040
15-19,1082,1071
20-24,1229,1232
25-29,1140,1217
30-34,1037,1097
35-39,838,914
40-44,830,854
45-49,726,741
50-54,558,591
55-59,456,460
60-64,427,411
65-69,328,357
70-74,254,250
75-79,132,169
80-84,113,119
85-89,70,73
90-94,27,32
95-99,9,8
100+,2,3
