,males,females
0,49.0,49.0
1-4,195.0,197.0
5-9,316.0,269.0
10-14,358.0,370.0
15-19,352.0,284.0
20-24,272.0,242.0
25-29,250.0,257.0
30-34,219.0,243.0
35-39,207.0,191.0
40-44,188.0,210.0
45-49,204.0,198.0
50-54,187.0,171.0
55-59,155.0,144.0
60-64,119.0,94.0
65-69,95.0,74.0
70-74,67.0,67.0
75-79,46.0,46.0
80-84,22.0,29.0
85-89,19.0,11.0
90-94,6.0,8.0
95-99,1.0,3.0
100+,,
