,males,females
0,27.0,38
1-4,134.0,112
5-9,232.0,217
10-14,305.0,249
15-19,274.0,246
20-24,169.0,148
25-29,154.0,164
30-34,148.0,174
35-39,178.0,200
40-44,185.0,184
45-49,194.0,217
50-54,222.0,179
55-59,189.0,170
60-64,145.0,168
65-69,135.0,112
70-74,87.0,91
75-79,49.0,72
80-84,49.0,42
85-89,19.0,23
90-94,8.0,7
95-99,3.0,6
100+,,2
