,males,females
0,26.0,14.0
1-4,112.0,99.0
5-9,148.0,135.0
10-14,155.0,173.0
15-19,181.0,194.0
20-24,181.0,173.0
25-29,147.0,155.0
30-34,138.0,149.0
35-39,159.0,163.0
40-44,173.0,195.0
45-49,211.0,202.0
50-54,204.0,210.0
55-59,158.0,173.0
60-64,148.0,151.0
65-69,89.0,104.0
70-74,67.0,77.0
75-79,38.0,80.0
80-84,35.0,49.0
85-89,14.0,27.0
90-94,2.0,7.0
95-99,1.0,2.0
100+,,
