,males,females
0,45.0,56.0
1-4,194.0,193.0
5-9,283.0,272.0
10-14,399.0,361.0
15-19,405.0,383.0
20-24,247.0,228.0
25-29,228.0,242.0
30-34,224.0,225.0
35-39,244.0,305.0
40-44,280.0,272.0
45-49,275.0,272.0
50-54,247.0,212.0
55-59,177.0,185.0
60-64,167.0,149.0
65-69,126.0,116.0
70-74,97.0,91.0
75-79,55.0,50.0
80-84,36.0,33.0
85-89,22.0,15.0
90-94,5.0,6.0
95-99,1.0,2.0
100+,,
