,males,females
0,116,103
1-4,483,434
5-9,631,621
10-14,785,717
15-19,739,664
20-24,633,654
25-29,585,686
30-34,591,621
35-39,560,642
40-44,524,572
45-49,561,567
50-54,453,488
55-59,420,489
60-64,373,411
65-69,302,333
70-74,252,275
75-79,177,201
80-84,85,134
85-89,66,73
90-94,23,21
95-99,9,9
100+,1,5
