,males,females
0,145,131
1-4,559,577
5-9,748,706
10-14,805,754
15-19,859,893
20-24,815,748
25-29,716,718
30-34,590,573
35-39,558,572
40-44,487,525
45-49,470,485
50-54,357,348
55-59,254,341
60-64,268,350
65-69,225,274
70-74,184,197
75-79,106,144
80-84,87,112
85-89,50,70
90-94,33,32
95-99,5,13
100+,2,2
