,males,females
0,65.0,49.0
1-4,209.0,217.0
5-9,291.0,285.0
10-14,312.0,332.0
15-19,261.0,322.0
20-24,339.0,303.0
25-29,265.0,282.0
30-34,260.0,249.0
35-39,221.0,228.0
40-44,233.0,205.0
45-49,197.0,209.0
50-54,181.0,198.0
55-59,162.0,117.0
60-64,96.0,85.0
65-69,64.0,73.0
70-74,68.0,55.0
75-79,40.0,37.0
80-84,19.0,22.0
85-89,10.0,14.0
90-94,2.0,6.0
95-99,1.0,3.0
100+,,
