,males,females
0,42.0,38
1-4,175.0,173
5-9,253.0,236
10-14,324.0,297
15-19,302.0,342
20-24,274.0,259
25-29,266.0,237
30-34,263.0,218
35-39,217.0,227
40-44,242.0,255
45-49,265.0,266
50-54,234.0,200
55-59,192.0,196
60-64,174.0,191
65-69,163.0,139
70-74,120.0,112
75-79,80.0,94
80-84,45.0,55
85-89,18.0,27
90-94,2.0,12
95-99,,1
100+,2.0,2
