,males,females
0,21.0,24.0
1-4,95.0,78.0
5-9,125.0,121.0
10-14,139.0,132.0
15-19,158.0,131.0
20-24,150.0,123.0
25-29,127.0,129.0
30-34,134.0,120.0
35-39,104.0,111.0
40-44,139.0,121.0
45-49,114.0,134.0
50-54,112.0,98.0
55-59,78.0,81.0
60-64,71.0,74.0
65-69,62.0,59.0
70-74,44.0,32.0
75-79,36.0,32.0
80-84,28.0,22.0
85-89,5.0,8.0
90-94,5.0,3.0
95-99,1.0,2.0
100+,,
