,males,females
0,136,103
1-4,475,476
5-9,709,662
10-14,828,782
15-19,855,765
20-24,680,666
25-29,706,619
30-34,683,628
35-39,638,575
40-44,623,576
45-49,533,502
50-54,488,492
55-59,433,388
60-64,348,335
65-69,284,272
70-74,188,173
75-79,133,114
80-84,61,80
85-89,25,34
90-94,8,7
95-99,2,2
100+,1,1
