,males,females
0,49,35
1-4,226,261
5-9,327,334
10-14,406,405
15-19,413,415
20-24,381,340
25-29,389,335
30-34,331,289
35-39,290,287
40-44,303,278
45-49,260,224
50-54,195,183
55-59,152,180
60-64,167,148
65-69,159,160
70-74,121,115
75-79,67,57
80-84,52,49
85-89,16,32
90-94,13,13
95-99,4,4
100+,1,2
