,males,females
0,33.0,31.0
1-4,98.0,109.0
5-9,115.0,135.0
10-14,151.0,163.0
15-19,168.0,150.0
20-24,145.0,156.0
25-29,125.0,135.0
30-34,131.0,115.0
35-39,155.0,140.0
40-44,128.0,110.0
45-49,131.0,124.0
50-54,128.0,103.0
55-59,86.0,97.0
60-64,105.0,86.0
65-69,57.0,70.0
70-74,51.0,48.0
75-79,25.0,36.0
80-84,15.0,18.0
85-89,9.0,10.0
90-94,,4.0
95-99,,1.0
100+,,
