,males,females
0,619,636
1-4,2609,2612
5-9,3510,3390
10-14,3845,3714
15-19,3827,3623
20-24,4028,3918
25-29,4029,3969
30-34,3764,3932
35-39,3489,3450
40-44,3233,3113
45-49,2639,2679
50-54,2159,2230
55-59,1791,1951
60-64,1348,1472
65-69,1097,1121
70-74,811,928
75-79,588,584
80-84,324,403
85-89,150,179
90-94,75,101
95-99,18,31
100+,8,9
