,males,females
0,35.0,37.0
1-4,197.0,166.0
5-9,272.0,242.0
10-14,307.0,271.0
15-19,238.0,191.0
20-24,156.0,147.0
25-29,152.0,171.0
30-34,144.0,160.0
35-39,142.0,127.0
40-44,148.0,124.0
45-49,145.0,96.0
50-54,115.0,128.0
55-59,87.0,75.0
60-64,79.0,74.0
65-69,69.0,46.0
70-74,49.0,34.0
75-79,33.0,22.0
80-84,25.0,23.0
85-89,15.0,15.0
90-94,3.0,7.0
95-99,,1.0
100+,,
