,males,females
0,31,34.0
1-4,177,152.0
5-9,243,232.0
10-14,312,273.0
15-19,283,309.0
20-24,272,237.0
25-29,202,208.0
30-34,224,194.0
35-39,174,223.0
40-44,196,190.0
45-49,145,143.0
50-54,112,105.0
55-59,90,108.0
60-64,112,114.0
65-69,79,109.0
70-74,66,77.0
75-79,37,49.0
80-84,25,41.0
85-89,15,23.0
90-94,5,11.0
95-99,1,3.0
100+,1,
