,males,females
0,195,185
1-4,838,774
5-9,1068,997
10-14,1159,1215
15-19,1129,1096
20-24,1001,937
25-29,973,1063
30-34,926,909
35-39,851,864
40-44,802,804
45-49,713,729
50-54,648,672
55-59,504,538
60-64,401,421
65-69,335,341
70-74,238,251
75-79,165,190
80-84,93,113
85-89,58,75
90-94,20,29
95-99,9,11
100+,4,2
