,males,females
0,27.0,29.0
1-4,100.0,87.0
5-9,148.0,142.0
10-14,179.0,186.0
15-19,168.0,185.0
20-24,141.0,155.0
25-29,149.0,121.0
30-34,143.0,123.0
35-39,115.0,129.0
40-44,131.0,125.0
45-49,155.0,142.0
50-54,138.0,113.0
55-59,147.0,126.0
60-64,82.0,104.0
65-69,95.0,85.0
70-74,69.0,56.0
75-79,37.0,49.0
80-84,26.0,26.0
85-89,10.0,10.0
90-94,2.0,4.0
95-99,1.0,
100+,,1.0
