,males,females
0,28,27.0
1-4,94,70.0
5-9,122,99.0
10-14,139,122.0
15-19,115,126.0
20-24,123,126.0
25-29,115,104.0
30-34,74,84.0
35-39,74,75.0
40-44,90,68.0
45-49,85,69.0
50-54,52,64.0
55-59,60,37.0
60-64,47,50.0
65-69,39,46.0
70-74,36,36.0
75-79,23,19.0
80-84,21,10.0
85-89,8,12.0
90-94,5,7.0
95-99,1,3.0
100+,2,
