,males,females
0,377,343
1-4,1508,1480
5-9,2024,2004
10-14,2520,2443
15-19,2605,2626
20-24,2665,2681
25-29,2625,2598
30-34,2277,2419
35-39,1888,1974
40-44,1783,1881
45-49,1685,1757
50-54,1364,1477
55-59,1122,1100
60-64,802,884
65-69,509,636
70-74,380,511
75-79,226,374
80-84,125,236
85-89,59,143
90-94,27,51
95-99,10,16
100+,2,2
