,males,females
0,23.0,23.0
1-4,84.0,81.0
5-9,137.0,133.0
10-14,169.0,177.0
15-19,162.0,174.0
20-24,115.0,97.0
25-29,108.0,117.0
30-34,109.0,123.0
35-39,123.0,112.0
40-44,113.0,108.0
45-49,102.0,102.0
50-54,85.0,73.0
55-59,90.0,86.0
60-64,64.0,70.0
65-69,54.0,42.0
70-74,37.0,40.0
75-79,22.0,22.0
80-84,17.0,17.0
85-89,11.0,10.0
90-94,2.0,
95-99,,
100+,,1.0
