,males,females
0,639,664
1-4,2814,2654
5-9,3645,3275
10-14,3360,3317
15-19,3164,2990
20-24,2737,2631
25-29,2335,2378
30-34,1890,1835
35-39,1511,1405
40-44,1273,1216
45-49,1074,964
50-54,928,804
55-59,759,722
60-64,555,556
65-69,507,490
70-74,360,360
75-79,252,260
80-84,161,141
85-89,108,79
90-94,45,45
95-99,13,10
100+,2,2
