,males,females
0,195,171
1-4,792,843
5-9,1129,1198
10-14,1492,1401
15-19,1479,1400
20-24,1279,1204
25-29,974,1085
30-34,1003,1004
35-39,906,928
40-44,911,918
45-49,774,718
50-54,612,621
55-59,463,575
60-64,464,539
65-69,412,441
70-74,302,380
75-79,170,280
80-84,165,209
85-89,90,125
90-94,42,50
95-99,13,14
100+,3,4
