,males,females
0,101,98
1-4,378,385
5-9,483,481
10-14,549,518
15-19,545,552
20-24,518,536
25-29,557,554
30-34,523,476
35-39,476,421
40-44,415,402
45-49,390,349
50-54,312,303
55-59,268,243
60-64,179,154
65-69,125,105
70-74,106,88
75-79,65,55
80-84,36,41
85-89,13,13
90-94,4,5
95-99,1,1
100+,1,1
