,males,females
0,34.0,35.0
1-4,160.0,147.0
5-9,214.0,216.0
10-14,261.0,234.0
15-19,261.0,284.0
20-24,308.0,283.0
25-29,327.0,321.0
30-34,301.0,325.0
35-39,269.0,269.0
40-44,243.0,240.0
45-49,223.0,240.0
50-54,233.0,222.0
55-59,210.0,214.0
60-64,181.0,183.0
65-69,124.0,104.0
70-74,82.0,88.0
75-79,38.0,63.0
80-84,35.0,44.0
85-89,9.0,16.0
90-94,5.0,10.0
95-99,1.0,2.0
100+,,
