,males,females
0,22.0,21.0
1-4,88.0,67.0
5-9,119.0,84.0
10-14,108.0,134.0
15-19,117.0,98.0
20-24,128.0,125.0
25-29,110.0,133.0
30-34,112.0,101.0
35-39,85.0,85.0
40-44,91.0,87.0
45-49,98.0,83.0
50-54,70.0,91.0
55-59,64.0,60.0
60-64,71.0,76.0
65-69,55.0,48.0
70-74,41.0,69.0
75-79,30.0,31.0
80-84,37.0,25.0
85-89,18.0,26.0
90-94,4.0,15.0
95-99,,6.0
100+,,
