,males,females
0,26,26.0
1-4,118,122.0
5-9,171,173.0
10-14,206,227.0
15-19,209,206.0
20-24,152,164.0
25-29,145,146.0
30-34,157,136.0
35-39,139,124.0
40-44,118,126.0
45-49,116,111.0
50-54,106,86.0
55-59,74,91.0
60-64,62,55.0
65-69,56,42.0
70-74,44,39.0
75-79,37,33.0
80-84,12,12.0
85-89,10,9.0
90-94,2,7.0
95-99,1,
100+,1,1.0
