,males,females
0,134,120
1-4,573,569
5-9,855,766
10-14,923,873
15-19,832,762
20-24,674,641
25-29,732,625
30-34,650,624
35-39,575,530
40-44,547,558
45-49,465,419
50-54,394,413
55-59,332,357
60-64,329,305
65-69,246,245
70-74,178,192
75-79,122,129
80-84,71,119
85-89,39,42
90-94,13,24
95-99,4,10
100+,1,1
