,males,females
0,265.0,271
1-4,1001.0,990
5-9,1385.0,1422
10-14,1704.0,1602
15-19,1620.0,1560
20-24,2323.0,1638
25-29,2507.0,1686
30-34,2209.0,1696
35-39,1797.0,1386
40-44,1546.0,1399
45-49,1409.0,1402
50-54,1172.0,1125
55-59,890.0,962
60-64,678.0,696
65-69,456.0,512
70-74,331.0,381
75-79,211.0,236
80-84,93.0,207
85-89,49.0,94
90-94,15.0,33
95-99,2.0,20
100+,,3
