,males,females
0,59.0,45.0
1-4,215.0,218.0
5-9,281.0,306.0
10-14,316.0,306.0
15-19,296.0,290.0
20-24,238.0,256.0
25-29,216.0,203.0
30-34,192.0,196.0
35-39,164.0,160.0
40-44,140.0,153.0
45-49,132.0,155.0
50-54,117.0,109.0
55-59,79.0,80.0
60-64,68.0,83.0
65-69,63.0,56.0
70-74,34.0,43.0
75-79,28.0,32.0
80-84,18.0,30.0
85-89,11.0,15.0
90-94,3.0,5.0
95-99,1.0,1.0
100+,,
